tag,headline,summary,author,date,page
xrp,"Solana Leapfrogs XRP as Fifth-Largest Crypto, Spurred by Meme Coin Mania",SOL is trading at a 20-month high on the back of a bustling DeFi ecosystem and meme coin mania.,Markets,2023-12-20,14
xrp,La Vaun: Envisioning Brad Garlinghouse as 'This Strategic Commander',The artist made an NFT of the Ripple Labs CEO for our Most Influential package.,Consensus Magazine,2023-12-04,15
xrp,Analisa Torres: The Judge Who Gave Ripple and XRP Hope,The U.S. District judge's partial ruling in favor of Ripple regarding XRP could create a precedent the crypto industry can come back to over and over.,Consensus Magazine,2023-12-04,15
xrp,Brad Garlinghouse Is 2023's Comeback King With XRP's Win Over SEC,Ripple's CEO emerged triumphant this year in legal cases with big implications for crypto's future. He couldn't have done it without the XRP Army.,Consensus Magazine,2023-12-04,15
xrp,Fake BlackRock XRP Filing Reported to Delaware Department of Justice,Delaware's Department of Justice may be investigating a fake filing Monday that suggested asset management giant BlackRock was prepping the launch of a spot XRP exchange-traded fund (ETF). CoinDesk Global Policy & Regulation Managing Editor Nikhilesh De discusses the details.,Videos,2023-11-15,15
xrp,Fake BlackRock XRP Filing Referred to Delaware Department of Justice,A check of the process for registering a trust in the state apparently leaves a ready opening for bad actors.,Finance,2023-11-14,15
xrp,"Delaware, We Need to Talk","If I had a nickel for every time someone made a fake crypto-related Delaware filing, I'd have two nickels.",Policy,2023-11-14,15
xrp,Bogus BlackRock Filing Briefly Sends XRP Higher; Disney to Launch NFT Platform With Dapper Labs,"""CoinDesk Daily"" host Jennifer Sanasie breaks down the hottest crypto headlines today, including the fake ETF filing that sent XRP higher by more than 10%, before the token gave back those gains. A new report from Coinbase says spot ETFs are likely to lay the foundation for a more regulated market, with greater inclusion and significant growth in demand. Plus, Disney and Dapper Lab team up for a new NFT platform launch.",Videos,2023-11-14,15
xrp,How a Fake BlackRock XRP Filing Seemingly Fooled Some ETF Watchers,"Asset manager Blackrock (BLK) debunked a fake XRP exchange-traded fund (ETF) filing that sent the token higher by more than 10% before the giving back those gains. CoinDesk Managing Editor of Global Policy and Regulation Nikhilesh De breaks down how some speculators amplified the phony filing on social media, presenting it as true. Plus, a closer look at and how Delaware's corporate registration process was abused.",Videos,2023-11-14,15
xrp,"Fake BlackRock XRP Filing Spoofs ETF Watchers, Crypto Traders",A fake filing that suggested asset manager BlackRock was attempting to launch an XRP ETF on Monday sent the price of XRP higher by more than 10% before the token gave back those gains. The asset manager confirmed it is not attempting to launch an XRP ETF. CoinDesk Global Policy & Regulation Managing Editor Nikhilesh De discusses the latest developments and how Delaware's corporate registration process was abused.,Videos,2023-11-14,15
xrp,XRP Futures Traders Nurse $7M Loss as BlackRock ETF Rumor Causes Wild Price Swings,XRP prices jumped to 73 cents from 65 cents in 25 minutes after a tweet suggested financial behemoth BlackRock had filed for an XRP ETF in the U.S.,Markets,2023-11-14,15
xrp,"Bogus BlackRock XRP Filing Spoofs ETF Watchers, Crypto Traders",The fake filing sent XRP higher by more than 10% before the token gave back those gains.,Finance,2023-11-13,16
xrp,XRP Climbs 14% This Week as Several Institutions Adopt Ripple’s Services,"XRP has risen about 14% in the past week, as bitcoin and ether hold steady. Bulls may have reacted to two positive developments for payments firm Ripple, as the company recently won key approvals to operate and offer services in Georgia and Dubai. CoinDesk's Jennifer Sanasie presents ""The Chart of the Day.""",Videos,2023-11-07,16
xrp,Is Altcoin Season Coming?,"Altcoins climbed higher on Monday, while bitcoin (BTC) remained close to $35,000 as investors ventured into riskier tokens. Coinbase Institutional Head of Research David Duong shares his crypto markets analysis, explaining the potential factors behind the altcoin spike and why it did not just ""materialize out of thin air."" Plus, Duong's thoughts on XRP's price action and a spot bitcoin ETF approval in the U.S.",Videos,2023-11-07,16
xrp,Elon Musk's AI Company Debuts ChatGPT Rival 'Grok;' XRP Rallies 10%,"""CoinDesk Daily"" host Jennifer Sanasie breaks down the hottest crypto headlines today, including Elon Musk’s new AI company, xAI revealing a new AI bot to rival ChatGPT. There are new developments in crypto exchange FTX's bankruptcy saga. And, a closer look at what is driving XRP's price 10% higher in the last 24-hours as bitcoin (BTC) holds firm above $35,000 on Monday.",Videos,2023-11-06,16
xrp,"South Korean Investors Prefer Altcoins to Majors, Tron to Ethereum: DeSpread Research","Koreans trade differently to the rest of the world, market data shows.",Markets,2023-10-27,16
xrp,XRP Registers Biggest Single-Day Gain in 3 Months After SEC Drops Charges Against Ripple's Leaders,"XRP gained 6.5%, the biggest single-day percentage rise since July 13.",Markets,2023-10-20,16
xrp,"SEC Drops Charges Against Ripple CEO Garlinghouse, Chairman Larsen","The regulator had included them as defendants in its securities violation case revolving around XRP transactions, and the agency now says it's just pursuing the central Ripple case.",Policy,2023-10-19,16
xrp,Ripple's Business 'Thriving' Despite Regulatory Uncertainty in U.S.: Ripple Exec,A federal judge recently rejected the U.S. Securities and Exchange Commission's (SEC) bid to appeal its ground-shaking loss against Ripple. Ripple SVP of Strategic Initiatives Eric van Miltenburg discusses what the ruling has meant for Ripple's business operations and the state of crypto regulation in the U.S.,Videos,2023-10-10,16
xrp,Ripple Exec Says Singapore Is a 'Significant Hub for Our Business',"Ripple's Singapore arm recently secured a license as a major payments institution from the country's monetary authority. Ripple SVP of Strategic Initiatives Eric van Miltenburg discusses the move and the future of digital assets in Singapore, which Ripple sees as a ""significant hub"" for the global crypto ecosystem. Plus, van Miltenburg's thoughts on the U.S. crypto regulatory landscape and the future of blockchain research.",Videos,2023-10-10,16
xrp,"Deribit to List XRP, SOL, and MATIC Options; Seeks License in EU",Deribit controls over 85% of the global crypto options market.,Markets,2023-10-09,16
xrp,XRP Pares Gains After Judge Denies SEC’s Motion to Appeal Loss in Ripple Case,"A federal judge has rejected the SEC's bid to appeal its loss against Ripple, the crypto firm associated with the XRP token, saying that the agency had failed to show that there are substantial grounds for differences of opinion. XRP's price rallied about 5% on the news earlier this week before retreating. CoinDesk's Jennifer Sanasie presents ""The Chart of the Day.""",Videos,2023-10-05,17
xrp,"Bitcoin Edges Higher to $27.7K; AVAX, XRP Jump as Crypto Market Settles",Crypto analysts forecast low volatility and consolidation for the month.,Markets,2023-10-04,17
xrp,SEC’s Motion to Appeal Loss in Ripple Case Is Denied,XRP rallied about 5% following the decision.,Policy,2023-10-03,17
xrp,"Bitcoin Jumps 2%, Ignoring DXY's Rise to 10-Month High; XRP Eyes Death Cross","The uptick was initially led by spot market buyers, which squeezed out bearish derivative positions, one analyst said.",Markets,2023-09-27,17
xrp,Ripple Will Do 80% of Its Hiring This Year Outside the U.S: Bloomberg,Brad Garlinghouse said the firm will look into hiring in countries where there is regulatory clarity.,Finance,2023-09-13,17
xrp,XRP Drops 5% as SEC Counters Ripple in Effort to Appeal Groundbreaking XRP Ruling,"Ripple’s XRP token has dropped over 5% in the past 24 hours, falling below $0.50 for the first time since July 13. This comes as the Securities and Exchange Commission (SEC) has further argued the need for a mid-case appeal over the finer points of law in its dispute with Ripple. CoinDesk's global policy and regulation managing editor Nikhilesh De weighs in on the latest legal developments.",Videos,2023-09-11,17
xrp,SEC Counters Ripple in Effort to Appeal Groundbreaking XRP Ruling,The Securities and Exchange Commission has further argued the need for a mid-case appeal over the finer points of law.,Policy,2023-09-08,17
xrp,XRP Erases Nearly All July Gains in August: Kaiko,"XRP, which is among the world’s largest tokens by market capitalization, has lost nearly all of its July gains in August, despite robust trade volume. Kaiko data shows Ripple's partial court win against the SEC in July sent XRP to a yearly high of 83 cents, but now prices are back down to levels before the ruling. CoinDesk's Jennifer Sanasie presents ""The Chart of the Day.""",Videos,2023-09-05,17
xrp,XRP Gives Up Nearly All Gains Made After Ripple's Partial Win Against the SEC,XRP has lost nearly all gains after Ripple Labs’ landmark court ruling over the U.S. Securities and Exchange Commission (SEC) in July. TheoTrade co-founder Don Kaufman shares his reaction as bitcoin (BTC) and other major cryptocurrencies remain little-changed after the largest cryptocurrency by market cap saw its worst weekly performance since FTX's collapse.,Videos,2023-08-23,17
xrp,XRP Gives Up All Gains Made After Ripple Labs’ SEC Victory,A generally bearish market has weighed down on XRP prices after a landmark victory by Ripple Labs.,Markets,2023-08-23,17
xrp,"XRP Ruling Needs Appeals Court Review, SEC Says",A judge allowed the SEC to file for the appeal.,Policy,2023-08-18,18
xrp,"SEC Can Argue for Right to Appeal XRP Ruling in Ripple Case, What's Next?",Judge Analisa Torres has let the U.S. Securities and Exchange Commission (SEC) argue it can appeal against her ruling that Ripple didn’t violate securities laws in making XRP available to retail traders by putting it on exchanges. CoinDesk's global policy and regulation managing editor Nikhilesh De breaks down the new developments in Ripple's legal battle against the agency and the next steps of the case.,Videos,2023-08-18,18
xrp,"SEC Can Try to Appeal Groundbreaking XRP Ruling, Judge Rules","A federal judge will let the U.S. Securities and Exchange Commission file a motion that, if granted, would allow it to appeal a ruling that XRP transactions through exchanges didn’t violate securities laws.",Policy,2023-08-17,18
xrp,Crypto Investors Can Now Trade XRP Options on BIT Exchange,"XRP is the world's fifth largest cryptocurrency, boasting a market capitalization of $30.88 billion at press time.",Markets,2023-08-17,18
xrp,"Bitcoin Slips to $29K, but Fundstrat's Tom Lee Sees $150K on ETF Approval","Altcoins are leading declines, with majors like DOGE, SOL and MATIC shedding 6-7% in the past 24 hours.",Markets,2023-08-16,18
xrp,"Altcoin Plunge Leads Crypto Lower; Bitcoin Slips 0.7% to $29,150","Traditional markets fell sharply as well, with the major U.S. stock indexes shedding more than 1% on Tuesday.",Markets,2023-08-15,18
xrp,XRP's Market Cap Momentarily Zoomed to Trillions of Dollars on Gemini,Low liquidity after the token’s relisting likely caused a temporary pricing glitch on the exchange.,Markets,2023-08-11,18
xrp,Coinbase's New Blockchain Sees Muted Inflows on Launch Day; Is a Spot Bitcoin ETF Coming?,"“CoinDesk Daily” host Jennifer Sanasie dives into today’s hottest stories in crypto, as the Securities and Exchange Commission seeks to appeal a judge's ruling on Ripple's programmatic sales of XRP.  Dune analytics tracks inflows to Coinbase’s newly launched 'Base' blockchain. And, Matrixport analysts predict that the SEC will likely greenlight several spot bitcoin ETFs in quick succession, leading to another rally for bitcoin's (BTC) price.",Videos,2023-08-10,18
xrp,SEC Plans to Appeal Judge's Ruling on Ripple's Programmatic Sales of XRP,"The U.S. Securities and Exchange Commission (SEC) said in a court filing that the regulator will submit an ""interlocutory appeal"" of Judge Analisa Torres' ruling on Ripple's programmatic sales of XRP. ""The Hash"" panel weighs in on the details of the filing and the ongoing legal battle between Ripple and the SEC.",Videos,2023-08-10,18
xrp,SEC Says It Will Appeal XRP Ruling in Case Against Ripple,"The U.S. Securities and Exchange Commission (SEC) will file an ""interlocutory appeal"" of a judge's ruling on Ripple's programmatic sales of XRP. Michael Selig, counsel at law firm Willkie Farr & Gallagher LLP, discusses the filing and the potential outcomes.",Videos,2023-08-10,18
xrp,Legal Expert Reacts to SEC Gearing Up to Appeal XRP Ruling in Case Against Ripple,"Michael Selig, counsel at law firm Willkie Farr & Gallagher LLP, dives into the intricacies of the SEC planning to file an ""interlocutory appeal"" of a judge's ruling on Ripple's programmatic sales of XRP, according to a court filing on Wednesday. A federal judge ruled last month that while Ripple's direct sales of XRP to institutional investors violated securities law, its programmatic sales to retail investors through exchanges did not.",Videos,2023-08-10,19
xrp,SEC Will Appeal XRP Ruling in Case Against Ripple,"A federal judge ruled that while Ripple's direct sales of XRP to institutional investors violated securities law, its programmatic sales to retail investors through exchanges did not.",Policy,2023-08-09,19
xrp,"Bitcoin Wobbles at $29K as XRP Leads Altcoin Losses; SHIB, Helium Gain",Cryptocurrency markets sold off Friday afternoon as equity markets gave up early gains and closed the day in red.,Markets,2023-08-03,19
xrp,"MakerDAO’s MKR, Ripple’s XRP and Stellar’s XLM Led Crypto Gainers in July","Cryptocurrency giants bitcoin and ether, meanwhile, lost ground during the month.",Markets,2023-08-01,19
xrp,"Judge Denies Terraform Labs' Motion to Dismiss SEC Lawsuit, Rejecting Ripple Ruling Precedent",Stablecoin issuer Terraform Labs' motion to dismiss a lawsuit from the U.S. Securities and Exchange Commission (SEC) was denied by a federal judge on Monday. The judge also said he rejected the use of a ruling from Judge Analisa Torres who ruled that Ripple did not violate securities law in selling XRP to retail investors through an exchange intermediary. CoinDesk's global policy and regulation managing editor Nikhilesh De shares the latest developments.,Videos,2023-08-01,19
xrp,"Ripple Exec on Palau Stablecoin Trial on XRP Ledger, SEC Case Ruling","Ripple vice president of central bank engagements and CBDCs James Wallis joins ""First Mover"" to discuss his insights into the country of Palau leveraging Ripple's CBDC platform and starting a stablecoin trial on the XRP Ledger. Wallis also weighs in on Ripple Labs scoring a partial win against the SEC earlier this month after a judge ruled the sale of Ripple's XRP tokens on exchanges and through algorithms did not constitute investment contracts.",Videos,2023-07-28,19
xrp,"Stellar, Ripple and Solana-Based Investment Funds See AUM Spike in July",The large gains began following Ripple’s partial court victory over the SEC in the middle of the month.,Markets,2023-07-26,19
xrp,Pacific Island Group of Palau Starts Stablecoin Trial on XRP Ledger,The country has been distributing PSC (Palau stablecoin) for three weeks and the test will run through August.,Policy,2023-07-26,19
xrp,Crypto Industry Implications of Ripple-SEC Court Ruling Are Unclear: Bank of America,"Bank of America (BAC) said in a research report Friday Ripple’s XRP offerings are unique, and the wider applications of the court’s ruling for the crypto industry are difficult to determine. CoinDesk Global Policy and Regulation Managing Editor Nikhilesh De discusses the details.",Videos,2023-07-24,19
xrp,Implications of Ripple-SEC Court Ruling for Wider Crypto Industry Are Unclear: Bank of America,"Ripple’s XRP offerings are unique, and the wider applications of the court’s ruling are difficult to determine, the report said.",Policy,2023-07-24,19
xrp,"Bitcoin Dawdles Below $30K as Investors Eye Coming Fed Rate Decision, BTC Options Expiry","Next week’s U.S. central bank interest rate decision and the bitcoin options expiry are unlikely to move markets, which have been stuck for weeks.",Markets,2023-07-21,20
xrp,XRP Moving Above 'Cloud' Resistance Is Bullish Precedent for Bitcoin: Analyst,"A technical analyst says the surge in XRP has set a bullish precedent for market leader bitcoin (BTC) with a move above key price resistance that has opened doors for a sustained rally. Fairlead's Katie Stockton notes XRP's breakout above the Ichimoku cloud is a good example for bitcoin. CoinDesk's Jennifer Sanasie presents ""The Chart of the Day.""",Videos,2023-07-21,20
xrp,"Closer Look at XRP, Bitcoin Performance; Web3 Funding from Venture Capital Funds Slumps","Host Angie Lau breaks down the latest crypto market movements, with a focus on XRP after Ripple's partial win in its legal battle against the U.S. Securities and Exchange Commissioner (SEC). Plus, the latest in Web3 developments as venture funding in the space slows down. Those stories and other news shaping the cryptocurrency world are in this episode of ""Forkast IQ.""",Videos,2023-07-21,20
xrp,"Chainlink’s LINK Pops 15%, XRP Loses Steam as Bitcoin Revisits $29.6K Range Lows","Tech stocks such as Tesla and Netflix, which crypto prices tend to correlate with, sold off during the day as investors shied away from risk assets.",Markets,2023-07-20,20
xrp,"XRP, XLM Climb as Bitcoin Holds Above $30K","XRP registered its best performance since August 2021 last week, seeing a 60% surge following Ripple's partial win in its legal battle against the U.S. Securities and Exchange Commissioner (SEC). StockCharts.com Senior Technical Analyst Julius de Kempenaer discusses the rally, bitcoin price analysis, and why he's watching Polkadot (DOT).",Videos,2023-07-20,20
xrp,XRP Moving Above 'Cloud' Resistance Is Bullish Precedent for Bitcoin: Analyst,"We view XRP's breakout above the Ichimoku cloud as a good example for bitcoin, Fairlead's Katie Stockton said.",Markets,2023-07-20,20
xrp,"XRP Soars 10%, Lifting Altcoins as Bitcoin Dominance Teeters at 1-Month Low","Bitcoin’s stall despite a recent wave of positive crypto news is a cause for concern, one observer said.",Markets,2023-07-19,20
xrp,XRP Blockchain Still Faces Centralization Caveats as Ripple Regulatory Threat Recedes,Ripple scored a partial win against the SEC last week in a summary judgment that was celebrated across the crypto industry. Why does the project itself remain so controversial?,Tech,2023-07-19,20
xrp,XRP Futures Notch Open Interest Record High for 2023: CoinGlass,"Open interest on XRP-tracked futures climbed over $1.1 billion dollars in the last 24 hours and set a record high for the year, according to CoinGlass data. Higher open interest is a sign of increased bets on an asset and suggests an inflow of new money into a financial market. CoinDesk's Jennifer Sanasie presents ""The Chart of The Day.""",Videos,2023-07-19,20
xrp,XRP Futures Set Open Interest Record High for 2023,Open interest on XRP-based futures contracts crossed the $1.1 billion mark in the past 24 hours.,Markets,2023-07-19,20
xrp,XRP’s 60% Weekly Gain Defies Broader Crypto Slump as Bitcoin Stalls Below $30K,"Crypto index funds potentially adding XRP to their holdings could mean additional buying pressure for the token, one analyst said.",Markets,2023-07-18,21
xrp,Coinbase Looks Like the 'Only Adult Left in the Room': Analyst,"John Todaro, senior research analyst at Needham & Company, discusses why a court ruling that Ripple’s XRP token should not be considered a security if sold via an exchange or through programmatic sales is actually a positive for Coinbase. Todaro also explains why Coinbase ""looks like really the only adult left in the room in crypto, so to speak, at the exchange level"" and why Coinbase is the ""de facto large remaining player.""",Videos,2023-07-18,21
xrp,Bitcoin Dips Below $30K to Lowest Since Late June as Altcoins Pare Gains From XRP Lawsuit,"Ripple's XRP, Solana's SOL and Lido Finance's LDO lost more than 4% in the last 24 hours.",Markets,2023-07-17,21
xrp,"SEC's Gensler 'Disappointed' by Part of Ripple's XRP Judgement, Still Assessing Opinion","Ripple scored a partial victory in its fight with the SEC last week with a court ruling that institutional sales of the tokens violated federal securities laws, but sales on exchanges and programmatic sales did not.",Policy,2023-07-17,21
xrp,Barclays Joins Wall Street Analysts Calling XRP Ruling Positive for Coinbase,Wall Street banks including J.P. Morgan also saw the ruling as a positive outcome for the crypto exchange.,Markets,2023-07-17,21
xrp,Ripple's XRP Ruling Does Nothing for Regulatory Clarity,All it does is sow more confusion.,Opinion,2023-07-17,21
xrp,Could the Ripple Ruling Spell the End of Regulation by Enforcement?,"A long-awaited district judge’s ruling that some XRP token sales were not investment contracts will likely eventually lead to a bipartisan regulatory framework that is more favorable to the pro-crypto crowd in Congress, writes John Rizzo.",Opinion,2023-07-14,21
xrp,XRP Rallies 50% in Last Week After Ripple's Partial Win; Binance Reportedly Cuts Workforce,"“CoinDesk Daily” host Jennifer Sanasie dives into today’s hottest crypto stories, including a new report from the Wall Street Journal that the global crypto exchange Binance has laid off over 1,000 employees in recent weeks. Bail for Alex Mashinsky, the  former CEO of Celsius, has been set at $40 million dollars after he was arrested. And, a slew of crypto exchanges start listing XRP for trading.",Videos,2023-07-14,21
xrp,"Bitcoin Tumbles Below $30K, Crypto Prices Buckle After Altcoin Frenzy on XRP Ruling",Ripple's XRP was down 25% from its highest levels on Thursday.,Markets,2023-07-14,21
xrp,Ripple's Legal Win Means It's Time for Crypto to Stand Up to the SEC,"The company's partial victory in court is a watershed moment for the crypto regulatory fight, ConsenSys Director of Global Regulatory Matters Bill Hughes argues.",Opinion,2023-07-14,21
xrp,What Ripple’s Partial XRP Win Means for Other Crypto Firms Fighting SEC,"Coinbase and Binance have a new precedent to cite in court – if the decision survives potential appeal. That’s no sure thing, lawyers said.",Policy,2023-07-14,22
xrp,XRP Short Traders Notch Highest Losses This Year After Ripple's Partial Win,"A landmark court ruling drove XRP prices to nearly double in the past 24 hours before receding, with XRP shorts losing the most money so far this year. Coinglass data shows XRP-tracked futures traders racked up a total of $58 million in losses as a U.S. judge ruled the sale of XRP tokens on exchanges did not constitute investment contracts. CoinDesk's Jennifer Sanasie presents ""The Chart of The Day.""",Videos,2023-07-14,22
xrp,"Ripple’s XRP Ruling a ‘Milestone Win’ for Crypto Industry, Says JMP Securities","The fight for regulatory clarity isn’t over yet, however, as the SEC will likely appeal the decision and continue to pursue similar cases in the future, analysts wrote.",Markets,2023-07-14,22
xrp,"XRP Trading Volume Surges 1,351% as Major Crypto Exchanges Embrace the Token",The spike in trading activity came after a partial win in a lawsuit against the SEC.,Markets,2023-07-14,22
xrp,XRP Dethrones BNB to Become 4th Largest Cryptocurrency by Market Cap,"XRP has become the fourth largest cryptocurrency by market capitalization, surpassing the BNB token, according to CoinDesk data. This comes as CoinGlass data shows XRP-tracked shorts, or bets against price rises, posted the highest losses so far this year at $33 million after a U.S. court found that sales of Ripple’s XRP tokens on exchanges and through algorithms did not constitute investment contracts. ""The Hash"" hosts discuss the Ripple ruling and subsequent market reaction.",Videos,2023-07-14,22
xrp,How the Ripple Labs Ruling Could Shape Future U.S. Crypto Regulation,"Ripple Labs won a partial victory in its legal battle against the SEC after a U.S. federal court ruled yesterday that the sale of Ripple’s XRP tokens on exchanges and through algorithms did not constitute investment contracts. ""The Hash"" hosts discuss the latest developments and the implications for crypto regulatory clarity in the U.S.",Videos,2023-07-14,22
xrp,XRP Gets Binance.US Listing as Exchange Joins Rivals’ Embrace,"Binance.US joins rival crypto exchanges including Coinbase, Kraken, Bitstamp in listing XRP for trading.",Finance,2023-07-14,22
xrp,Bitcoin Breaks Above $31K as XRP Ruling Bolsters Optimism,"Bitcoin (BTC), XRP, and most other major cryptocurrencies are rallying Friday on the news of a judge ruling that the sale of Ripple's XRP tokens on exchanges and through algorithms did not violate federal securities laws. CoinRoutes CEO and co-founder Dave Weisberger discusses the impact of the XRP ruling on the crypto markets.",Videos,2023-07-14,22
xrp,Understanding Ripple's Partial Courtroom Win on XRP; Russia Inches Toward a CBDC,"Host Angie Lau breaks down the surge in XRP’s price after a New York Court ruled the sale of XRP tokens on exchanges did not constitute investment contracts. Plus, insights on the CBDC development in Russia and the controversy surrounding Arkham Intelligence's new service that reveals the owners of digital wallets. Those stories and other news shaping the cryptocurrency world are in this episode of ""Forkast IQ.""",Videos,2023-07-14,22
xrp,"Ripple’s XRP Summary Judgment Positive for Coinbase, Price Target Raised to $120: Needham","The court’s decision should moderately de-risk the regulatory pressure on the crypto exchange’s stock, which is a significant overhang on the share price, the broker’s report said.",Finance,2023-07-14,22
xrp,XRP Trading Volumes Hit $2.5B on South Korean Exchange UpBit,The trading volume of XRP against the Korean won was the highest among all other counterparts .,Markets,2023-07-14,23
xrp,XRP Overtakes BNB to Become 4th Largest Cryptocurrency; Funding Rates Surge,XRP's market capitalisation surged by more than 60% to $41.44 billion in the past 24 hours.,Markets,2023-07-14,23
xrp,XRP Short Traders Log Highest Losses in 2023 After Landmark Court Ruling,"XRP token market capitalization has jumped to over $40 billion, its largest level since April 2022.",Markets,2023-07-14,23
xrp,Ether Pushes Past $2K as Ripple's Partial Win Against SEC Invigorates Market,Several layer-1 tokens soared after the Ripple ruling ignited hopes of a favorable ruling in other SEC cases against crypto firms.,Markets,2023-07-14,23
xrp,Bitcoin and Crypto Stocks Like Coinbase Soar as XRP Ruling Bolsters Optimism,Crypto miners were also included in the rally as bitcoin rose to its highest level in 13 months.,Markets,2023-07-13,23
xrp,Ripple Scores Partial Victory in SEC Court Fight Over XRP; Ex-Celsius CEO Alex Mashinsky Is Arrested,"“CoinDesk Daily” host Jennifer Sanasie breaks down an eventful day for the crypto industry, as Alex Mashinsky, former CEO of the insolvent crypto lender Celsius, is arrested and accused of orchestrating a ""years long scheme to mislead customers"" by the Department of Justice. Plus, Ripple’s XRP token rallies over 50% after a U.S. judge ruled the sale of XRP tokens on exchanges did not constitute investment contracts.",Videos,2023-07-13,23
xrp,"SOL, MATIC, ADA Tokens Surge Following XRP Ruling",A federal judge on Thursday ruled he sale of Ripple’s XRP tokens on exchanges and through algorithms did not constitute investment contracts.,Markets,2023-07-13,23
xrp,Ripple’s XRP Token Skyrockets After Court Rules XRP Sales Aren’t Investment Contracts,"XRP’s price has skyrocketed after a New York Court ruled the sale of XRP tokens on exchanges did not constitute investment contracts. ""The Hash"" panel discusses the latest developments after the court published the conclusions in an order partially granting a motion for summary judgment in the seminal U.S. Securities and Exchange Commission case against the blockchain platform.",Videos,2023-07-13,23
xrp,"Coinbase, Other Crypto Exchanges Embrace XRP After Court Ruling",U.S. federal court ruled on Thursday that sale of XRP tokens on exchanges and through algorithms did not constitute investment contracts.,Markets,2023-07-13,23
xrp,Ripple’s XRP Token Surges 96% After Partial Victory in SEC Lawsuit,"XRP climbed as high as 93 cents at one point, its highest level since March 2022.",Markets,2023-07-13,23
xrp,Hinman Documents Release in SEC-Ripple Case Is a Boost to Ether: JPMorgan,"The documents are likely to intensify the move among major cryptocurrencies to become more decentralized and look more like ether, the report said.",Policy,2023-06-19,24
xrp,"Ripple, SEC Seem to Agree About Not Taking Hinman Speech Seriously","SEC emails illuminated ex-official Hinman’s 2018 view on ETH, which Ripple’s top lawyer said was used to ‘destroy and disrupt’ U.S. crypto, but this probably won’t steer agency policy.",Policy,2023-06-15,24
xrp,"'No Other Country' Considers XRP as a Security, Ripple Legal Chief Says","Ripple chief legal officer Stuart Alderoty discusses the blockchain firm's compliance with regulators around the world and the pressure they have faced in the United States. ""There's only one regulator in one country in the world that has ever suggested that XRP should be registered as a security and that's the SEC in the United States of America,"" he added.",Videos,2023-06-15,24
xrp,Colombia’s Central Bank Partners with Ripple to Explore Blockchain Use Cases,The Latin American country will conduct a pilot to test Ripple's technology for its high-value payments system.,Policy,2023-06-15,24
xrp,"XRP Tumbles 8%, Erasing Price Gains from ‘Hinman Emails’ in Ripple Lawsuit","The token fell to as low as 46.18 cents, its lowest level this month, as crypto markets sold off Wednesday afternoon.",Markets,2023-06-14,24
xrp,Why William Hinman`s Emails Matter to the XRP Army and the Crypto’s Price,"Recently released emails from former SEC director William Hinman have rallied the XRP troops, but the documents are not a smoking gun.",Learn,2023-06-14,24
xrp,Ripple Does Not Care Whether XRP Is 'Sufficiently Decentralized',Common interpretations of the so-called Hinman document dump misunderstand Ripple’s legal strategy.,Opinion,2023-06-13,24
xrp,Hinman Emails Reveal 2018 Speech on Ether Drew Input From Multiple SEC Officials,A number of SEC officials deliberated about how clear the famous speech actually was about ETH’s status.,Policy,2023-06-13,24
xrp,XRP Prices Jump as Hinman Speech Released in Ripple Labs Filing,"Hinman suggested in his 2018 speech that bitcoin (BTC) and ether (ETH) were not securities, in his view.",Markets,2023-06-13,24
xrp,"Ripple President Addresses SEC Lawsuit, Metaco Acquisition","Ripple President Monica Long joins ""First Mover"" to discuss the latest developments in the blockchain company's ongoing legal battle against the U.S. Securities and Exchange Commission. Plus, insights on Ripple's acquisition of Swiss-based crypto custody provider Metaco.",Videos,2023-05-23,24
xrp,XRP Bucks Bitcoin-Led Slide in Majors as SEC Case Tilts in Ripple’s Favor,"Ripple has historically maintained a distance from XRP, the token that powers some of its products and the XRP Ledger network.",Markets,2023-05-19,25
xrp,XRP Jumps as U.S. Judge Denies SEC Motion,"XRP token is on the rise after a federal judge ruled that the U.S. Securities and Exchange Commission cannot seal documents tied to former official William Hinman's 2018 speech on crypto and securities to Ripple in the ongoing lawsuit. That story and other news shaping the cryptocurrency world are in this episode of ""The Daily Forkast.""",Videos,2023-05-17,25
xrp,New Order Deals Blow to SEC in Longstanding Procedural Fight Against Ripple,A federal judge ruled that the U.S. Securities and Exchange Commission cannot seal documents tied to former official William Hinman's 2018 speech on crypto and securities to Ripple in the regulator's ongoing lawsuit against the company closely associated with the XRP cryptocurrency. CoinDesk Global Policy and Regulation CoinDesk Managing Editor Nikhilesh De discusses the latest developments surrounding the world of crypto regulation.,Videos,2023-05-17,25
xrp,"Ripple's Tussle With SEC to Cost the Firm $200M, CEO Garlinghouse Says: Report","The U.S. puts politics ahead of policy, Brad Garlinghouse has said at the 2023 Dubai Fintech Summit.",Policy,2023-05-08,25
xrp,New Report Sheds Light on Korean Crypto Market Trends,"A new report from Matrixport reveals there is a dominance of altcoins in South Korea currently. Matrixport's Head of Research and Strategy Markus Thielen breaks down which of these tokens are translating into success outside of Korea, citing Ripple's XRP and Aptos Labs' APT token.",Videos,2023-05-02,25
xrp,Breaking Down the Crypto Trends in South Korea,"Matrixport's Head of Research and Strategy, Markus Thielen, joins ""First Mover"" to discuss crypto asset evaluation and trends in the Korean market, focusing trading activities on crypto exchange Upbit and the recent surge in XRP token.",Videos,2023-05-02,25
