date,headline,summary
2025-04-25,Bitcoin ‘kisses’ $24K realized price after 2nd highest seller losses in history,The classic bottom zone reappears on the back of serious sell pressure stoked by mayhem on stablecoin markets.
2025-04-25,USDT-dollar peg wobbles as markets continue to struggle: Tether CTO weighs-in ,LUNA/UST debacle leads to discrepancies in BTC-stablecoin trading pairs across global cryptocurrency exchanges.
2025-04-25,Bitcoin falls below $27K to December 2020 lows as Tether’s peg slips under $0.99,"USDT is the latest stablecoin causing nervousness, while Tether insists that operations are continuing as normal."
2025-04-25,Indie Russian news firm raises $250K in crypto after sanctions cripple finances,"Russian independent media Meduza has managed to raise $250,000 in funding in order to continue providing unbiased news on the war in Ukraine."
2025-04-25,The Fed cites its concern about stablecoins in its latest Financial Stability Report,"The report points out stablecoin’s possible low stress resistance and overuse in leveraged cyptocurrency trading, reiterates its position on CBDC."
2025-04-25,Stablecoin supplies and cash reserves in question amid crypto exodus ,The fallout from Terra’s collapse continues as outflows from Tether hit an average of $1.1 billion a day over the past week.
2025-04-25,The United States turns its attention to stablecoin regulation,"The U.S. continues to be a global leader in regulating and embracing the cryptocurrency industry, but the Stablecoin TRUST Act may set up some barriers for newcomers."
2025-04-25,2 key metrics point toward further downside for the entire crypto market,Futures data and decreased demand for Tether signal that the crypto market is set for another round of pain. 
2025-04-25,"Tether is gaining momentum against competing stablecoins, says Tether CTO ","Paolo Ardoino, chief technology officer, of Tether and Bitfinex, explains why USDT will retain its dominance in an increasingly competitive stablecoin market. "
2025-04-25,Crypto portfolios: How much of a stablecoin allocation is too much? ,"Stablecoins allow investors to stay on the sidelines and earn passively on their holdings, but not all stablecoins are created equal."
2025-04-25,"Stablecoins are the perfect Trojan horse for Bitcoin, says Tether CTO",Bitfinex and Tether chief technology officer Paolo Ardoino spoke to Cointelegraph about cryptocurrency adoption in Europe.
2025-04-25,"Bitcoin price drops to $39K, but data shows leverage traders dreaming of $50K","Multiple factors are pushing BTC price below $40,000, but derivatives data shows pro traders are neutral, and holding out hope for a quick trend reversal. "
2025-04-25,‘I’ve never paid with crypto before’: How digital assets make a difference amid a war,"For many Ukrainians and Russians, digital assets have become the means to support themselves and their loved ones during the crisis."
2025-04-25,More than three-quarters of central banks considering a CBDC: Research,The report by PwC shows that 80% of central banks are considering or have already launched a CBDC. 
2025-04-25,"Bitcoin price surges, but derivatives metrics reflect pro traders’ neutral sentiment","BTC and ETH prices are in a clear bull trend, but derivatives data shows that pro traders haven’t turned into bulls just yet. "
2025-04-25,Bitcoin veteran tricks crypto scammer into learning Lightning ,"A Bitcoiner called Felix Crisan outfoxed a crypto scammer, getting them to set up a Bitcoin Lightning Wallet before putting them in their place."
2025-04-25,2 metrics signal traders do not expect $2T crypto market cap anytime soon,"Despite only one coin among the top 80 declining over the past week, Tether and futures premiums show a lack of excitement in the market."
2025-04-25,"Bitcoin‘s got 3 strikes, but investors remain calm despite price drop","Proof-of-work mining escaped severe regulatory pressure, but crypto derivatives and CNY Tether premium show investors‘ lack of excitement."
2025-04-25,"Gold-backed cryptos are shining in 2022, market cap hits $1B for the first time","PAX Gold did most of the weightlifting in pushing the gold token market cap above the $1 billion-milestone, outperforming Tether Gold."
2025-04-25,"CBDCs will not impact private stablecoin market, says Tether CTO",Tether chief technology officer Paolo Ardoino claimed CBDCs would primarily replace the age-old payment systems and utilize private blockchain as a modern and cost-controlled tech infrastructure. 
2025-04-25,Any dip buyers left? Bulls are largely absent as the total crypto market cap drops to $1.65T ,Weak retail demand and bearish derivatives data reflect a dismal short-term outlook for the crypto market. 
2025-04-25,"Law Decoded: Crypto in times of war, Feb. 28–Mar. 7","The catastrophe unfolding in Ukraine will have long-lasting consequences for the crypto space, too."
2025-04-25,Analysts assess the aftermath of the Terra (LUNA) collapse | Cointelegraph interview   ,"Mike McGlone, senior commodity strategist at Bloomberg, and financial commentator Frances Coppola discuss the implications of last week’s Terra collapse in Cointelegraph’s latest interview."
2025-04-25,Tether launches crypto and blockchain education program in Switzerland,"""It is essential that educational institutions are put into place to help better inform not only traders and investors but future business owners,"" said Paolo Ardoino."
2025-04-25,USDC’s ‘real volume’ flips Tether on Ethereum as total supply hits 55.9B,"On the Ethereum network, USDC’s real volume has nearly doubled that of USDT in the past 24 hours, which could be another sign that the top stablecoin’s dominance is coming to an end."
2025-04-25,"Crypto Biz: Crypto carnage pushes Celsius, Three Arrows Capital closer to insolvency, June 9–16","It has been a chaotic week for digital assets. Two firms may be inching closer to insolvency while Coinbase, one of the largest crypto exchanges, laid off almost a fifth of its staff."
2025-04-25,"Market selling might ease, but traders are on the sidelines until BTC confirms $20K as support","BTC and altcoins could continue to see selling, but a positive is that traders took shelter in stablecoins instead of completely exiting the crypto market."
2025-04-25,Tether's USDT market cap dips below $70B for an 8-month low,"Amid Tether losing market share over the past few weeks, the Circle-backed USDC stablecoin has been growing notably, with the market value surging to $55 billion."
2025-04-25,Inverse Finance exploited again for $1.2M in flash loan oracle attack,"No user funds have been affected by the exploit, but Inverse Finance has incurred debt and offered the attacker a bounty to return the stolen funds."
2025-04-25,Total supply of stablecoins dropped sharply for first time ever in Q2,"A separate graph also saw USDC and BUSD supply drop sharply in May, however both have since rebounded and are close to being back to their respective all-time high levels."
2025-04-25,Large Bitcoin liquidations mean one man’s pain is another man’s pleasure — Time to buy the dip?,"Pro traders were forced to cut their losses after margin and futures markets became over-leveraged, creating a potential entry point for bullish buyers."
2025-04-25,Celsius reportedly seeks advice from lawyers on restructuring,Celsius reportedly onboarded attorneys to find different solutions to the current financial challenges that the company is facing.  
2025-04-25,Tether aims to decrease commercial paper backing of USDT to zero,Tether expects to reduce USDT’s commercial paper backing to $8.4 billion by the end of June 2022 and eventually completely remove it.
2025-04-25,Tether: Celsius crisis has no impact on USDT reserves,"The USDT stablecoin issuer, Tether, denies any correlation between its investment in Celsius and its reserves or stability."
2025-04-25,"Do Kwon dismisses allegation of cashing out $2.7B from LUNA, UST","The rumor surfaced after a Twitter thread by FatManTerra shared the alleged details on how Kwon, along with Terra influencers, managed to drain funds while artificially maintaining the liquidity."
2025-04-25,"The total crypto market cap drops under $1.2T, but data show traders are less inclined to sell",An improving Tether discount in Asian markets and positive futures premiums for BTC and ETH suggest a slight recovery is in the making.
2025-04-25,"Tether is an ‘instrument of freedom’ and 'Bitcoin onramp,’ says Tether CTO ","Paolo Ardoino, chief technology officer of Bitfinex and Tether, made the case that Tether is a tool for human rights during the World Economic Forum in Davos, Switzerland."
2025-04-25,Was Terra’s UST cataclysm the canary in the algorithmic stablecoin coal mine?,"After an earthquake, there are always aftershocks. The collapse of UST could be a sign that other stablecoins are also critically flawed.  "
2025-04-25,Tether deploys new USDT token on the Tezos blockchain,"The asset will also be available on 12 other networks, including Ethereum, Solana and Polkadot, among others."
2025-04-25,These are the least 'stable' stablecoins not named TerraUSD ,Some stablecoins have failed to deliver the dollar's stability to crypto traders long before TerraUSD's collapse.
2025-04-25,Binance’s CZ says he is ‘skeptical’ about the Terra relaunch,Binance CEO CZ voices skepticism around the relaunch of the Terra blockchain and its new LUNA token following the latest fiasco.  
2025-04-25,Tether’s reported bank partner Capital Union shares its crypto strategy,Tether stablecoin’s reported bank partner Capital Union supports a large variety of digital assets as part of its trading and custody services.
2025-04-25,Chinese state media signals tighter crypto regulations in Terra aftermath,China has used its Economic Daily media outlet to signal that further regulatory action may be taken toward stablecoins in the wake of the collapse of Terra’s algorithmic stablecoin. 
2025-04-25,"Bitcoin’s recent gains have traders calling a bottom, but various metrics remain bearish ","The total crypto market capitalization recovered roughly 5%, but a variety of trading metrics show investors are skeptical about the rally being a trend change. "
2025-04-25,‘Other flavors of Tether’ will bridge users to USDT: Paolo Ardoino  ,"Through a peso-backed stablecoin, Tether is basically “recreating forex markets with Tether products,” Ardoino said. "
2025-04-25,"Tether launches stablecoin pegged to pesos on Ethereum, Tron and Polygon ",The announcement highlighted that this may spark the launch of more peso-backed stablecoins within the region. 
2025-04-25,Do you have the right to redeem your stablecoin?,"Spoiler: No, stablecoin issuers do not guarantee the legal right for users to claim fiat currency back."
2025-04-25,"Altcoin prices briefly rebounded, but derivatives metrics predict worsening conditions",Declining demand for Tether and negative futures premiums for altcoins reflect a growing disinterest from crypto investors. 
2025-04-25,UST aftermath: Is there any future for algorithmic stablecoins? ,"The quest continues for the perfect “stand in” for the U.S. dollar, but UST’s crash suggests that algo stables may be “inherently fragile.”"
2025-04-25,"Algorithmic, fiat-backed or crypto-backed: What’s the best stablecoin type?","Dai has been around since 2017, which no algorithmic stablecoin has ever matched, and it’s unlikely to share the fate of UST."
2025-04-25,"Tether CTO: Terra wasn’t a rug pull, it was a poorly designed ‘castle of cards’","“It was clear to me, it was clear to many that I know that it was a bad idea,” said Tether and Bitfinex CTO Paolo Ardoino.  "
2025-04-25,Tether reports 17% decrease in commercial paper holdings over Q1 2022,"“This latest attestation further highlights that Tether is fully backed and that the composition of its reserves is strong, conservative and liquid,"" said Paolo Ardoino."
2025-04-25,Social media blamed for $1B in crypto scam losses in 2021,"Nearly half of the consumers who reported a cryptocurrency-related scam in 2021 said it started with an ad, post or message on social media. "
2025-04-25,Auditors reveal USDC backing as Jim Cramer sounds alarm over Tether’s mad money,"Grant Horton has conducted an audit on USDC’s reserves, and Jim Cramer has questioned what’s going on with Tether’s commercial paper reserves."
2025-04-25,Whales' stablecoin buying power grew over 7% in one month: Here's what it means ,"Whales with USDT holdings of $10,000 to $10 million added $1.06 billion worth of Tether to their wallets over the past month, increasing their buying power by 7%. "
2025-04-25,Swiss city of Lugano to pay taxes in crypto via Tether partnership,"The ultimate goal is to accept crypto for payment of all goods and services in the city of Lugano, the city administration said."
2025-04-25,"Total crypto market cap drops by 6.7%, but futures data finds a silver lining","Metaverse, gaming and incentive-offering DeFi tokens pumped last week even as Bitcoin and the total crypto market capitalization dropped. Here’s why. "
2025-04-25,3 reasons why Bitcoin’s drop to $56.5K may have been the local bottom ,"The absence of cascading liquidations, 25% delta skew and the margin lending ratio all suggest that Bitcoin price bottomed at $56,500. "
2025-04-25,Tether launches Synonym to boost Bitcoin adoption through Lightning Network,The new venture is pursuing hyperbitcoinization by combining the Lightning Network’s speed with the architecture of an open peer-to-peer platform.
2025-04-25,Two firms account for the majority of Tether received: Report,A new study by Protos claims that Tether flow is dominated by just two firms — Alameda Research and Cumberland.
2025-04-25,BitMEX adds Tether for margin and settlement to provide cryptocurrency enthusiasts more diversified service offerings,The next generation of cryptocurrency trading looks beyond Bitcoin derivatives and into stablecoin margin and settlements.
2025-04-25,"Solana surpasses Cardano, Tether to become 4th-biggest crypto, worth $76B","SOL’s price reached another record high on Nov. 7, bringing its YTD gains up by roughly 17,500%."
2025-04-25,Crypto exchange Bitfinex testing new AML compliance tool,"Launched in production in 2020, Notabene’s Travel Rule solution now processes transactions among 50 crypto exchanges."
2025-04-25,Shiba Inu risks drop with SHIB's 574% October's price rally near exhaustion,Shiba Inu's massive gains all across October may pare on potential bearish divergence signals and an overvalued relative strength index.
2025-04-25,Tether trials Notabene’s new travel rule technology to combat financial crimes,The “Travel Rule” aims to bring reporting standards for virtual asset service providers in line with other traditional financial institutions.
2025-04-25,"Following Bitcoin’s all-time high, DeFi TVL hits a record high above $233B",The total value locked in DeFi protocols soared to $233.8 billion as rising token prices and the increasing integration of stablecoins helped send the metric to a record high.
2025-04-25,Mashinsky says USDT is minted for crypto as $1M bounty offered to unpick reserves ,"Hindenburg Research is offering a $1-million bounty for information on Tether’s reserves, with the firm stating that Tether is yet to disclose virtually anything “about its counterparties.” "
2025-04-25,CFTC slaps Tether and Bitfinex with a combined $42.5 million fine,The settlement triggered concerns that the CFTC's role in stablecoin regulation could be misunderstood by the public.
2025-04-25,Tether fires back against report it is using reserves for investments and making crypto-backed loans,"""If those loans fail, even a small percentage of them, one Tether would become worth less than $1,"" said Bloomberg reporter Zeke Faux."
2025-04-25,"Senate Banking Committee chair seeks information from stablecoin issuers and exchanges, suggesting possible hearing ","The senator said he had ""significant concerns with the non-standardized terms applicable to redemption of particular stablecoins"" in separate letters to eight crypto firms."
2025-04-25,Tether scores win in class action case as court dismisses RICO claims ,"""Litigation will expose this case for what it is: a clumsy attempt at a money grab, which recklessly harms the whole cryptocurrency ecosystem,"" said Tether."
2025-04-25,Evergrande crisis: Buy the dip or bail? Pundits weigh in ,"Marty Bent, co-founder of Bitcoin mining firm Great American Mining, is glad to be hodling Bitcoin as uncertainty hangs over the legacy financial system"
2025-04-25,Treasury plots stablecoin crackdown even as Tether’s dominance wanes,"While Tether’s dominance has fallen to 56%, USDC and BUSD have surged to 23.9% and 10.4%, respectively. "
2025-04-25,Does Evergrande’s $300B debt crisis pose systemic risk to the crypto industry?,"As onlookers predict that top Chinese property developer and commercial paper issuer Evergrande will default, some analysts believe the firm poses systemic risks to crypto."
2025-04-25,Which stablecoins were actually ‘stable’ during this week’s sudden Bitcoin price crash? ,Crypto traders flocked to the safety of stablecoins during Tuesday’s market crash.
2025-04-25,Sen. Elizabeth Warren calls crypto the ‘new shadow bank‘ ,The Massachusetts senator said that it’s “worth considering” banning U.S. banks from holding the reserves to back private stablecoins.
2025-04-25,Polygon eyes record high as MATIC's 150% price rally activates textbook bullish pattern,"Polygon's native asset, MATIC, tests its June resistance level near $1.51 for a bullish breakout setup."
2025-04-25,Bitcoin bulls at risk? Tether growth rate flatlines despite market cap crossing $64B,The market capitalization of the world’s largest stablecoin received a boost despite facing regulatory threats in the United States. 
2025-04-25,Coinbase removes ‘backed by US dollars’ claim for USDC stablecoin,"The Coinbase website now states that USD Coin is “backed by fully reserved assets,” contrary to the now-removed claim of “backed by U.S. dollars in a bank account.” "
2025-04-25,Tether claims to have increased total assets by $21B in new accounting review  ,Tether Holdings has been disclosing its reserves and liabilities as part of a settlement with the New York Attorney General’s office in February 2021.  
2025-04-25,"2022 trial date set for Tether’s accused ‘shadow banker,’ Reggie Fowler",Former NFL team owner and alleged “shadow bank” operator Reggie Fowler is not engaged in any plea negotiations and the trial against him is set to begin early next year.
2025-04-25,Bitcoin bulls overtake the $40K barrier ahead of Friday’s $625M options expiry,"Securing a close above $40,000 will give bullish pro traders a sizeable advantage in Friday’s $625-million BTC options expiry. "
2025-04-25,"Stablecoin market to have hit $1T by 2025, Unstoppable Domains CEO predicts","As an early crypto bull, Unstoppable Domains CEO Matthew Gould believes that Bitcoin won’t retest its all-time high of $64,000 for at least one year."
2025-04-25,Regulators scrutinizing Tether’s commercial paper reserves: Comptroller of the Currency ,"Tether is still under regulatory pressure, with eyes now cast toward its commercial paper reserves."
2025-04-25,Bitfinex paid a colossal $23M fee to send $100K of USDT ,"In what is presumed as a technical error, popular crypto exchange Bitfinex paid a seismic $23.7 million dollars in a gas fee for a comparatively nominal $100K transaction. "
2025-04-25,"The city of Lugano will accept Bitcoin, Tether and LVGA tokens as 'de facto' legal tender ","Residents of the Switzerland city will be able to pay taxes, parking tickets, public services and tuition fees using crypto."
2025-04-25,Key data points suggest the crypto market’s short-term correction is over,"Bitcoin price is still pinned below $60,000, but the recovery in ETH and altcoins suggests that the current correction could be coming to an end. "
2025-04-25,Japan's financial regulators may propose legislation in 2022 restricting stablecoin issuance  ,The move comes as the Bank of Japan wants to roll out a digital yen CBDC by the end of next year. 
2025-04-25,War coincides with Bitcoin’s highest ‘real’ volume since early December,"“Investors are speculating that crypto will become increasingly important apolitical and trustless money in a time of escalating geopolitical uncertainty, conflict, and capital controls,” Arcane Research wrote. "
2025-04-25,Here’s a clever options strategy for cautiously optimistic Bitcoin traders,Pro traders often use the risk reversal options strategy to hedge their bets and profit in the case of an unexpected rally.
2025-04-25,2 key derivatives metrics signal that Bitcoin traders expect BTC to hold $40K,"The entire crypto market is green on Feb. 28, and derivatives metrics suggest that BTC's bullish reversal will flip $40,000 back to support. "
2025-04-25,USDT records new all-time high against Russian ruble as inflation hits,"As an immediate countermeasure against the rising inflation of its fiat currency, the Russian central bank doubled key interest rates on Monday, from 9.5% to 20%."
2025-04-25,"Crypto Biz: Stablecoins are serious business, Feb. 17–24 ","The stablecoin market continues to grow and diversify: Circle's USDC, Tether's USDT and Terra's UST all made headlines this week. "
2025-04-25,Total stablecoin supply hits $180 billion: Report,"Despite a bearish backdrop for the overall crypto industry, the stablecoin supply has hit a total of $180 billion, surging by $9.5 billion over the past 30 days."
2025-04-25,Tether slashes commercial paper by 21% in latest reserves attestation,"Tether’s cash and bank deposits also dropped 42% to 4.187 billion, while its allocation to money market funds increased 200% to $3 billion, and its treasury bills grew 77.6% to $34.52 billion. "
2025-04-25,2 key indicators cast doubt on the strength of the current crypto market recovery,"BTC and altcoins flashed bullish this week, but the perpetual contracts funding rate and Tether premium reflect a lack of confidence from traders."
2025-04-25,Crypto derivatives data signals improving investor sentiment and a possible trend reversal,Money is trickling back into the crypto market and derivatives data suggests that investor confidence is improving as the market forms a bottom.  
2025-04-25,Circle's USDC stablecoin gobbles Tether's market share with 50B milestone,The 50 billion USDC circulating milestone has increased Circle’s share of the stablecoin market to almost 30%.
2025-04-25,"2 key Bitcoin price metrics suggest BTC is primed to reclaim $40,000","Data suggests $34,000 was the bottom and BTC’s recent performance could be a sign that traders are beginning to open fresh longs. "
2025-04-25,"Bitcoin’s transition to a risk-off asset will propel it to $100K in 2022, says Bloomberg analyst  ","Mike McGlone, senior commodity strategist at Bloomberg, is convinced that Bitcoin’s transition to digital gold will propel it to new all-time highs in 2022. "
2025-04-25,"Law Decoded: Of Street Marches and Market Manipulators, May 30–June 5","As protests rage throughout the United States, this week’s biggest moves in crypto law were behind the scenes."
2025-04-25,Wen moon? Data shows pro traders becoming more bullish on Bitcoin price,"MicroStrategy’s purchase of 7,002 BTC might have helped boost Bitcoin price on Nov. 3, but derivatives data also shows that pro traders are becoming more bullish."
2025-04-25,"Bitcoin price can’t find its footing, but BTC fundamentals inspire confidence in traders",Data shows traders still feel confident about BTC price because the futures premium and other fundamentals show no signs of stress. 
2025-04-25,Hong Kong Monetary Authority aims to oversee stablecoin reserves,Hong Kong’s central bank is inviting global stablecoin operators to respond to its proposed rules.
2025-04-25,DeFi platform releases first decentralized stablecoin revenue aggregator,Low-interest rates are making the switch from traditional savings accounts to DeFi more compelling than ever before.
2025-04-25,Ethereum white paper predicted DeFi but missed NFTs: Vitalik Buterin,Buterin still believes that “the internet of money should not cost more than 5 cents per transaction” and highlighted Ethereum’s continued efforts to improve the blockchain’s scalability capabilities.
2025-04-25,Will US regulators shake stablecoins into high-tech banks? ,"U.S. stablecoin issuers might soon face liquidity, customer protection and asset reserve rules — and maybe even a deposit-insurance mandate like banks."
2025-04-25,"Crypto regulation is coming, but Bitcoin traders are still buying the dip","The premium on CME Bitcoin futures dropped to zero, but data shows pro traders are still bullish. "
2025-04-25,US Treasury official beckons new stablecoin regulations  ,"“If Congress does not enact legislation, the regulators will try to use what authority they have,” stated the U.S. Treasury official Nellie Liang."
2025-04-25,Avalanche eyes 60% rally as AVAX price breaks out of bull flag,The bullish setup also emerged as crypto custodian BitGo announced that it would add AVAX to its service portfolio.
2025-04-25,Tether lauds Myanmar shadow government for making USDT an official currency , The stablecoin issuer called NUG’s USDT adoption a significant event that goes “beyond the potentials of cryptocurrency.” 
2025-04-25,"Markets rally after FOMC meeting, but Bitcoin bears still have a short-term advantage ","Bitcoin, altcoins and stocks rallied shortly after the Fed laid out its policy roadmap for 2022, but bears still have an advantage in this week $755 million options expiry. "
2025-04-25,"Data suggests traders view $46,000 as Bitcoin’s final line in the sand ","BTC and altcoins took a severe hit on Dec. 13, but derivatives data suggests traders are watching $46,000 as a signal of whether the current market structure will hold up. "
2025-04-25,Myanmar shadow government declares stablecoin USDT an official currency,The NUG finance minister said using Tether would enhance trade speed and payment efficiency. 
2025-04-25,Frax co-founder Sam Kazemian believes stablecoin regulations are currently too harsh,Kazemian clarified that it’s mostly fiat stablecoins bearing the brunt of regulatory scrutiny.
2025-04-25,"Bitcoin and altcoins took a hit, but derivatives data reflects a calmer market","BTC and altcoins took a beating over the weekend, but data shows a market with healthier trading conditions, even if prices consolidate for the foreseeable future."
2025-04-25,Tether freezes $150 million in USDT,"Tether has not issued a statement giving a specific reason for blacklisting three addresses, but it has done so before to comply with law enforcement and aid exchanges after cyber attacks."
2025-04-25,Bloomberg: Only a Matter of Time Before Tether Overtakes Ether as #2,Bloomberg’s report that provides crypto outlook for June says that it expects Tether to pass Ether as the number two cryptocurrency on the strength of the dollar.
2025-04-25,Bitfinex Users Can Now Trade Tether Gold Stablecoin Against Bitcoin,"After launching trading of gold-pegged stablecoin Tether Gold last week, Bitfinex cryptocurrency exchange now allows users to trade Tether Gold against Bitcoin."
2025-04-25,Bittrex and Poloniex Targeted in Class-Action Crypto Manipulation Suit,Bittrex and Poloniex have become embroiled in a class-action lawsuit that alleges USDT created out of thin air drove the 2017 bull run.
2025-04-25,"Bitfinex’s Price for Bitcoin, $300 Higher than Market Rate, Excluded from CoinMarketCap",CoinMarketCap’s website explains that prices can be manually excluded from its bitcoin average if it “does not seem indicative of a free market price.”
2025-04-25,"Hodler’s Digest, April 29 – May 5: Top Stories, Price Movements, Quotes and FUD of the Week","Stablecoin tether is apparently only backed 74% by cash reserves, and Elon Musk and Vitalik Buterin get friendly on Twitter."
2025-04-25,NYAG Requests That Bitfinex Be Forced to Release Tether Deal Documents,The New York State Attorney General Letitia James has requested the release of documents concerning an alleged deal made between Bitfinex and Tether.
2025-04-25,Bitfinex ‘Official Doc’ Confirms Plans to Raise up to $1 Billion in IEO for Its Token LEO,"Zhao Dong, a shareholder of cryptocurrency exchange Bitfinex, released new material concerning an upcoming initial exchange offering."
2025-04-25,Binance API Seemingly Reveals That Margin Trading Has Been Enabled for Nine Trading Pairs,Changes made to the public API of Binance seemingly reveal that the company has enabled margin trading for nine trading pairs.
2025-04-25,"Crypto Markets See Gentle Green, US Stocks Edge Lower at Opening Bell","Yesterday’s mild market movements continue, with most of the top twenty cryptocurrencies seeing mild green."
2025-04-25,Crypto ATM Operator CoinFlip Postpones Tether Stablecoin Listing,Cryptocurrency automated teller machine provider CoinFlip has postponed listing USDT as the firm wants “full assurance that USDT is stable.”
2025-04-25,"Crypto Markets See Mild Green, European Stocks Report Record-Breaking Calm","After yesterday’s positive market momentum, most of the top 20 cryptos are seeing mild green on the day at press time, seeing typical growth of between 1 and 7%."
2025-04-25,"Fractional Reserve Stablecoin Tether Only 74% Backed by Fiat Currency, Say Lawyers","The news follows removal of suggestions Tether had full fiat backing, while a fresh legal case rumbles on."
2025-04-25,Unconfirmed: Bitfinex Alleged to Be Mulling Launch of Exchange Token Via IEO,Crypto exchange Bitfinex is allegedly planning to issue a native exchange token.
2025-04-25,"Top 5 Crypto Performers: BTC, XEM, BSV, ETH, BNB",Altcoins lead market growth this week as bitcoin lags behind.
2025-04-25,"Hodler’s Digest, April 22–28: Top Stories, Price Movements, Quotes and FUD of the Week","Bitfinex and Tether deny the New York attorney general’s claims of a lost $850 million, and Samsung considers a Samsung Coin."
2025-04-25,"Mutual Owners, Mutual Funds: What We Know About the Bitfinex/Tether Scandal",A closer look at what appears to be one of 2019’s greatest crypto scandals yet.
2025-04-25,"Bitfinex, Tether Formally Contest US Court Case Over Alleged $850 Million Fraud",A legal document says the case against the companies lacks basis and uses an incorrect legal standard.
2025-04-25,The Burst of the Bitcoin Bubble: An Autopsy,An analysis of the bitcoin price movements from a leading Italian economist.
2025-04-25,Two Bitfinex Shareholders Say They’re Unconcerned by Insolvency Allegations,Two shareholders of major cryptocurrency exchange Bitfinex said that they are not distressed by the allegations made about the exchange’s insolvency.
2025-04-25,Bitfinex Withdraws $89 Million From Cold Wallet as Users Signal Exodus Over Legal Debacle,Bitfinex is facing pressure from U.S. lawmakers over its handling of missing funds worth $850 million.
2025-04-25,Tether Hits Back at Claims Its Reserves Were Used to Cover $850 Million Loss at Bitfinex,Tether and Bitfinex issued a joint statement denying the claims made by the New York Attorney General’s office in court filings.
2025-04-25,Bitfinex Allegedly Covers $850 Million Loss With Tether Funds,The New York Attorney General’s office has alleged that Bitfinex lost $850 million and used Tether funds to hide the loss.
2025-04-25,"Crypto Markets See Mild Green, Global Stocks and Futures Mixed as Oil Spikes","After yesterday’s mild market teeter, almost all of the top twenty cryptocurrencies are seeing mild green on the day to press time."
2025-04-25,Crypto Exchange Poloniex Adds Support for USDT on Tron Blockchain,Major cryptocurrency exchange Poloniex will support Tether’s stablecoin USDT coin on the Tron blockchain.
2025-04-25,Stablecoin USDT Launched on Tron Blockchain,Tether has started issuing its stablecoin USDT on the Tron blockchain.
2025-04-25,Exchange Gate.io Sees Almost $3 Billion in Orders in First Week Of IEO for Native Token,"The sale was oversubscribed, Gate.io says, while entry currency Tether also saw purchasing premiums in some markets."
2025-04-25,Chinese Traders Pay Extra for Bitcoin Through OTC Desks Amid Crypto Market Surge,Over-the-counter traders in China are paying more for stablecoins than their USD counterparts as demand peaks for BTC.
2025-04-25,Tron’s Justin Sun Hints at ‘Official’ Collaboration With Ethereum This Year,Tron founder Justin Sun hinted at a possible official partnership with Ethereum in a recent interview.
2025-04-25,"Why Binance, the World’s Biggest Crypto Exchange, Is Enthusiastic About Stablecoins","Binance, the world’s biggest crypto exchange, is throwing its weight behind stablecoins amid growing speculation that it could trigger mainstream adoption."
2025-04-25,Tether Daily Transaction Volume Hits All-Time High,The Tether stablecoin’s daily transaction volume hit an all-time high.
2025-04-25,Changes to Tether’s Terms of Reserves Raises Fresh Concerns,Changes to Tether’s website have raised fresh concerns about the companies reserve policy.
2025-04-25,"NYAG Accusations ‘Filled With Inaccuracies,’ Says Bitfinex Letter to Users",Bitfinex claims that the recent allegations made about the exchange’s insolvency by the New York Attorney General are “filled with inaccuracies and false assertions.”
2025-04-25,Crypto Markets Report Slight Gains While Gold Rises,"Crypto markets are seeing slight gains, having overcome yesterday’s drop, with Bitcoin hovering around the $4,000 mark."
2025-04-25,"New York Judge Criticizes Attorney General Claims Against Bitfinex, Tether","Judge Joel M. Cohen refused to dismiss the court order entirely, but took aim at the “amorphous and endless” nature of its accusations."
2025-04-25,"Crypto Markets Turn Red After Binance Hack, US, EU Stocks Steady as Asian Equities Falter",Crypto markets have evidently tipped into red in the wake of yesterday’s $40 million hack of major exchange Binance.
2025-04-25,Tether Stablecoin: Can the Crypto Market Live Without It?,"Tether’s influence is high despite numerous controversies, but it may pose a threat to the crypto asset market..."
2025-04-25,Binance to Switch Tether Addresses from Omni to ERC-20,Binance will switch tether addresses indexed to the Omni network to ERC-20 on July 4.
2025-04-25,Crypto Exchange Bitfinex Repaid $100 Million to Stablecoin Operator Tether,Cryptocurrency exchange Bitfinex announced that it repaid $100 million of outstanding loan facility to stablecoin operator Tether.
2025-04-25,"More Tether ‘Reflective’ of Real Dollars Coming Into Bitcoin, Says Kraken CEO","The current bitcoin-tether relationship continues a standard historical trend, Jesse Powell told the media."
2025-04-25,Binance Launching Crypto Futures Trading Platform With Up to 20x Leverage,Binance is launching a futures trading platform for BTC/USDT initially with up to 20x leverage.
2025-04-25,"Brazilian Exchanges to Integrate the Real-T, a Stablecoin Pegged to the Real",Cryptocurrency exchanges in Brazil will purportedly be among the first platforms to offer a stablecoin pegged one-to-one with the Brazilian real.
2025-04-25,First Stablecoin Trading Pairs Listed on Binance DEX,Binance exchange lists two new stablecoin trading pairs USDSB/USDT and USDSB/USDS.
2025-04-25,"KuCoin Lists Binance Coin, Supports Binance Chain Projects","Cryptocurrency exchange KuCoin announces trading pairs with Binance Coin, says it will support Binance Chain-based projects."
2025-04-25,Binance to Reportedly Introduce Its Own Stablecoins ‘Within Two Months’,Leading cryptocurrency exchange Binance will reportedly issue its own stablecoins within two months.
2025-04-25,Research: China Leads World in Tether Trading Volumes in 2019,Chinese crypto exchanges facilitate 60% of all tether trading globally.
